Date,Open,High,Low,Close,Adj Close,Volume
2010-03-03,29.879999,29.981428,29.705713,29.904285,28.511621,93059694
2010-03-04,29.912857,30.131428,29.804285,30.101427,28.699581,91509936
2010-03-05,30.714285,31.385714,30.661428,31.278570,29.821907,224904603
2010-03-08,31.428572,31.441427,31.178572,31.297142,29.839611,107472239
2010-03-09,31.164286,32.142857,31.127142,31.860001,30.376259,230064660
2010-03-10,31.958570,32.211430,31.885714,32.119999,30.624147,149054143
2010-03-11,31.980000,32.214287,31.902857,32.214287,30.714041,101424638
2010-03-12,32.435715,32.532856,32.250000,32.371429,30.863857,104080620
2010-03-15,32.214287,32.214287,31.464285,31.977142,30.487949,123375091
2010-03-16,32.025715,32.139999,31.787142,32.064285,30.571020,111726636
2010-03-17,32.112858,32.349998,31.895714,32.017143,30.526081,112738997
2010-03-18,31.990000,32.142857,31.801428,32.092857,30.598272,85527113
2010-03-19,32.165714,32.177143,31.604284,31.749985,30.271360,139011103
2010-03-22,31.500000,32.285713,31.450001,32.107143,30.611895,114104634
2010-03-23,32.237141,32.682858,32.014286,32.622856,31.103586,150607177
2010-03-24,32.548573,32.885715,32.501427,32.767143,31.241146,149570232
2010-03-25,32.990002,32.995712,32.321426,32.378571,30.870674,135816674
2010-03-26,32.711430,33.135715,32.650002,32.985714,31.449541,160218135
2010-03-29,33.285713,33.409985,33.088570,33.198570,31.652472,135185785
2010-03-30,33.822857,33.925713,33.464287,33.692142,32.123077,131827325
2010-03-31,33.692856,33.801430,33.494286,33.571426,32.007977,107664557
2010-04-01,33.952858,34.104286,33.250000,33.709999,32.140095,150785999
2010-04-05,33.571426,34.072857,33.538570,34.070000,32.483334,171126319
2010-04-06,34.040001,34.320000,33.857143,34.220001,32.626362,111754188
2010-04-07,34.245712,34.560001,34.094299,34.371429,32.770729,157125031
2010-04-08,34.342857,34.505714,34.005714,34.278572,32.682198,143246621
2010-04-09,34.488571,34.555714,34.351429,34.541428,32.932804,83545644
2010-04-12,34.700001,34.724285,34.544285,34.612858,33.000912,80764789
2010-04-13,34.604286,34.685715,34.444286,34.632858,33.019974,74344886
2010-04-14,35.024284,35.115715,34.867142,35.098572,33.464008,101018554
2010-04-15,35.135715,35.575714,35.072857,35.560001,33.903950,94195920
2010-04-16,35.570000,35.877144,34.935715,35.342857,33.696911,187635966
2010-04-19,35.221428,35.412857,34.538570,35.295715,33.651966,141730491
2010-04-20,35.605713,35.607143,34.707855,34.941429,33.314186,184580977
2010-04-21,36.894283,37.178570,36.532856,37.031429,35.306839,245597800
2010-04-22,36.882858,38.107143,36.599998,38.067070,36.294258,198355815
2010-04-23,38.144283,38.882858,38.142857,38.689999,36.888176,199238354
2010-04-26,38.854286,38.922855,38.312859,38.500000,36.707027,119767011
2010-04-27,38.142857,38.262856,37.217140,37.434284,35.690941,177335424
